text,label
Jâ€™adore ce produit. Avant de lâ€™utiliser mes lÃ¨vres Ã©tait toujours sec et Ã§a fait maintenant depuis quelque semaine que je lâ€™utilise et mes lÃ¨vres nâ€™ont jamais Ã©tÃ© aussi douce.Je le recommande !,1
Love this! Even gave some to my boyfriend since he works outside and healed his lips after using this two times. The more you use it the better and softer your lips get IMO,1
"This lip sleeping mask is not just moisturizing it also tastes sweet! Itâ€™s good for dry, chapped lips!",1
"This leaves my lips very soft and moisturized. The vanilla scent is also very nice- not too subtle, not too strong. I personally love using this after my nighttime skincare or after my makeup routine. Iâ€™ll use Glossierâ€™s Gen G lipstick in â€œCakeâ€œ and then put this on top. It has a very glossy finish. Overall, itâ€™s very good and comes in a pretty big container. Unless you only use this or use lip balm a lot it should last you awhile.",1
"I love this product so much. I ended up buying the lip balm tubes for every day when I go out - I was originally just looking for a lip-sleeping mask. The only â€œnegativeâ€œ thing I would say is that I donâ€™t like the way youâ€™re supposed to apply it. I would much rather buy it in a tube. However, my lips still have the product on when I wake up and my lips always feel moisturized in the mornings.",1
So smooth. It smells really good. It lasts a long time.,1
"Now that I started using this and completely emptied my first pot, I canâ€™t go back to vaseline/aquafor! For me personally, those DO NOT work the same as this mask. Sure my lips never got chapped really with aquafor/vaseline every night, but I truly notice a difference with this mask. My lips feel plumper and smoother by far. And all over too, I would always have slightttt dryness closer to the inside of my mouth but this completely takes that away. I always still feel a slight stickiness in the morning. Iâ€™ve decided I am going to buy a backup to have in my bag at all times because its great for daytime natural looks too. Iâ€™ll never go back to regular chapstick again (burts bees), the difference is night and day.",1
"I really love this product. Itâ€™s one of my go to lip masks as I prep for bed. No matter what my lips look like at night, in the morning they are always fully moisturized and bouncy. It really gets deep in there to hydrate and heal my lips overnight.",1
Best you can get for you dry lips or just for to keep them soft â¤ï¸,1
I have problems with dry lips and I have noticed more hydration on my lips these past couple of months. Iâ€™m not turning to my chapstick as often these days.,1
Great overnight treatment. Lips feel soft and moisturized next morning. I also use as lip balm before I leave for work,1
"I bought this product yesterday and loved it! Itâ€™s super smooth and hydrating, and has a nice scent!",1
"I donâ€™t want to love this for some reason, but it really does hydrate the best. Looks cute as a gloss too for low maintenance girlies!! Iâ€™d say this, burtâ€™s bees lip sleeping treatment, and dr dennis gross lip cushion are the only three chapsticks that work - and thatâ€™s on god",1
"I like this lip mask best compared to other brands I have tried. This actually will heal you lips over night. Great for the morning too. Must buy for cracked, peeling, or dry lips.",1
I promise you that you canâ€™t find annnyyyything in this world bettter than this lip mask.â™¥ï¸â™¥ï¸â™¥ï¸,1
I have been using this for the past 2 week and basically what it does it dries of the dead skin on your lips so when you exfoliate your lips you get a really soft lips that stay soft! I ordered the lip mask and the glossðŸ˜ðŸ˜,1
i love this so much! my lips can get very dry and eventually start bleeding! i bought this a while back and only just started using it. iâ€™ve really been hoping to buy another one but iâ€™m not 100% sure.,1
"I love this . Itâ€™s been a staple for about 4 years now. super nourishing. last a long time Iâ€™d say for me around 10 months, I have one always by my nightstand and one in my living room coffee table. I see some people saying you can get cheaper chapstick for less, itâ€™ doesnâ€™t compare at all. First, this stays and applies beautifully as you sleep, hence the name. doesnâ€™t break me out around my mouth like other have before. you wakeup with beautiful plump lips. also this feels so much better thn a lip balm. I love vanilia and the orignal now Iâ€™m on my summer one thatâ€™s mango and as I apply before I go to sleep feels like on the beach. deff receccomnd",1
"Iâ€™m in Colorado and am outside a lot. My lips were constantly dry and Iâ€™ve tried every brand of ChapStick and lip balm there is (Carmex, Burtâ€™s, etc...) but this has been the BEST product I have ever tried. Iâ€™ve had cracking lips that would peel always making me feel bad going anywhere. I legit had bleeding lips everyday. I slather on a layer before going to bed and when I wake up, my lips are SMOOTH! This is a first for me! I do follow-up throughout the day with the lip balm as well. Not sure how this works with any lipstick as I do not wear it. I also dd not see any lip plumping but wasnâ€™t looking for that anyways.",1
I love this product so much it lasts a while and thereâ€™s a lot of product that comes with it itâ€™s really worth the money,1
Love this product! Leaves my lips so soft and the effect lasts for days. Its a part of my regular nightly routine.,1
"Perfect for dry lips, i suffer from extreme chapped lips and they are perfff for it",1
This made my lips so hydrated and juicy they looked so hydrated  recommended.,1
Smells amazing like a strawberry banana smoothie and so thick and moisturizing itâ€™s amazing for any time of day,1
"i honestly love this sleeping mask so much, i put it on every night before i go to bed and my lips are always so hydrated in the morning, yes itâ€™s a little pricey but it lasts awhile.",1
I absolutely love the LANEIGE lip sleeping masks but the peppermint scent is one of my new favourite.,1
Iâ€™ve repurchased this lip mask more times than I can count. Itâ€™s the only lip product that actually repairs my dry cracked lips.,1
"Iâ€™ve bought this product multiple times now and just simply adore it. Itâ€™s hydrating, light weight, and isnâ€™t sticky. It lasts a long time and a little goes a long way.",1
ten out of ten.  it keeps my lips so hydrated all day at school and gives me such a pretty gloss + it smells SO GOOODDD. absolute favourite!,1
"The best lip mask I have found--it is the ONLY one Iâ€™ve used that fully heals chapped & peeling lips from midwestern winter + tretinoin flakiness within only a few days. It also lasts forever, since itâ€™s thick and a little goes a long way, and it smells amazing.",1
I love this! Itâ€™s a must for anyone! Itâ€™s the only thing that fixes my dry chapped lips in the winter! and the smell is absolutely amazing. I definitely recommend,1
"First off, I am definitely one of those people that are addicted to chapstick, so this is a game changer. This feels so good on your lips - thick but not sticky. Bonus - it looks pretty on too!",1
Iâ€™ve been using the lip sleeping mask for almost a year now and I cannot rave enough about how much I love it. It leaves my lips feeling so moisturized and soft. I use it before bed but through the day as well. I like this scent however the purple one smells so much better. I will definitely be trying other scents :),1
"i have the berry and vanilla! they are both super awesome, leave your lips feeling super hydrated and smooth in the morning, itâ€™s one of my favourite products of my nighttime routine! especially in the winter!",1
I compulsively pick the skin off my lips when I get stressed out (yes gross) and this helped them return to some semblance of normal almost immediately. The texture and smell/taste are amazing too.,1
Soo hydrating. I kid you not my lips were cracked in half from the cold winter air before I started using this product. Smells good and works well,1
I LOVE THIS PRODUCT. itâ€™s become part of my nightly skincare routine.,1
I love it so muchhh!! My lips get hydrated instantly and I always keep this in my bag 24/7,1
"I have noticed a large improvement in my lip texture. There is a lot more time in between reapplication and much less dry. Comparable to the Tatcha mask, but better value.",1
"Really nice, thick texture that isnâ€™t sticky. I put on a generous layer before going to bed and there is a little bit remaining in the morning. The scent is very delicate, not too powerful, which is good!  Very moisturizing too!",1
"During canadian winter, this product is the best iâ€™ve used. My lips are totally Â«restoredÂ» in the morning! A little bit is just enough!",1
love it sooo much !! i havent tried many lip masks but this one would definitely be one of my favorites. its sooo hydrating and ill wake up with soft lips. lasts all night and i love that it comes with a small soft silicone â€˜spatulaâ€™.,1
"The Hourglass Ambient Lighting Palette comes in a sleek, reflective case that exudes luxury. The palette is also surprisingly compact for containing three large pans. The secure clasp ensures it won't accidentally open in your bag. It's a perfect example of form meeting function.",1
"I got this as a Christmas gift, smells amazing and very moisturizing and hydrating! Definitely recommend!!",1
"As someone with chronically dry lips, I can say this is definitely worth the hype! I started using this instead of Vaseline on my lips every night, and Iâ€™ve noticed a significant change! I used get painfully dry lips a couple of times a month, but I havenâ€™t had an incident since using this product",1
Provided much needed and surprising TLC after my 2nd pregnancy. Instant hydration noticed and helped with the darkness from dehydration. Definitely recommend,1
No because this works so good. It makes your lips feel sooo soft. I wear this during the day as well. I pair it with Mac lip liner and it looks so bomb! Going to try the sweet candy flavor !!,1
"So good! The scents are yummy and moisturizes my extremely dry lips. I use it every night before I go to sleep. The consistency is the perfect balance of doesnâ€™t disappear immediately and soaks into your lips. Again, every scent is so good.",1
"I just got this product and I loveee it! I have excessively chapped lips and tried this in the store, had to get it immediately online as it was sold out. I love the way my lips feel already",1
"Glossier's Cloud Paint packaging is minimalistic and adorable. The small, paint tube design is not only cute but also incredibly practical. It's easy to squeeze out just the right amount of product, and the twist-off cap ensures no mess. Plus, the soft pink color matches the product inside.",1
Ive been needing something other than my Cerave healing ointment for my chapped lips and this is a 10/10! I have extremely sensitive skin & it passes the test!,1
The smell is amazing and leaves lips so soft and hydrates. Totally recommend!,1
"I use this product every night and love the way it makes my lips feel, especially in the cold months here in the midwest",1
Love the scent and how moisturizing it is. I bought this product for while Iâ€™m on Accutane as your lips become severely dry. This really helps prevent my lips from cracking!,1
"Absolutely love this product, iâ€™ve been using it for 2 years and always makes my lips feel moisturized and hydrated in the morning. best purchase ever!!!!",1
Love wearing this at night. I live in a dry climate so it takes a lot to keep my skin and lips moisturized. For me it works best if I wear a lip balm and then put this mask over it. It is super glossy but I like that!,1
"I saw all the hype about this so I wanted to try it. In my opinion the Sweet Candy one smells the best. the little stick it comes with is helpful, but I tend to apply it with my finger instead.The texture reminds me of vaseline in the container, but lip gloss on your lips.",1
"This is the real deal!  Wake up with super soft and HEALED lips.  Aquaphor and Vaseline donâ€™t absorb like this does.  This little jar lasts forever.  In fact, the flavor that I actually purchased is â€œpeachâ€œ, from this past spring/summer if that gives you an idea of how long this lasts!",1
"Too Faced hit the mark with the packaging of their Better Than Sex Mascara. The pink, hourglass-shaped tube is not only eye-catching but also comfortable to hold. The hourglass brush inside perfectly coats every lash. It's a standout in my makeup collectio",1
Love this lip mask nothing else will do Aquaphor and Vaseline just arenâ€™t as moisturizing as this mask is I recommend it to everyone I knowï¿¼,1
"Every time I receive a package from Sephora, it's like unwrapping a gift. The attention to detail in their packaging is incredible. The products are always carefully cushioned, and I've never had anything arrive damaged. It's clear that Sephora values the customer's experience from the moment they place an order",1
"I had an issue with a recent makeup delivery, and I contacted Sephora's customer service. They were incredibly responsive and went above and beyond to rectify the situation. They re-sent my order, and it arrived even faster than the first time. I'm so impressed with their commitment to customer satisfaction. Sephora has won me over as a loyal customer",1
I was disappointed with the packaging of my recent Sephora order. The eyeshadow palette arrived with a cracked mirror and one of the shades had shattered. The packaging should have provided better protection for the product.,0
"The lip gloss itself is great, but the packaging was subpar. The cap came loose during shipping, causing some leakage. I expected better quality control from a brand like Fenty Beauty.",0
"The concealer tube arrived with a faulty pump, making it difficult to dispense the product. It's frustrating to receive a defective item, especially from a high-end brand like NARS.",0
"While the eyeshadow quality is amazing, the packaging leaves much to be desired. The gold case looks luxurious but feels flimsy. Mine arrived with a dent, which was disappointing for such a pricey palette.",0
"The foundation bottle arrived with a cracked pump, causing a mess during my first use. It's frustrating when the packaging fails to protect the product.",0
"The lip liner pencil in my kit arrived broken. The packaging should have provided better cushioning for delicate items like this. It was a letdown, especially for a product at this price point",0
The mirror inside my palette was scratched when it arrived. I expected better quality control for a product of this caliber. It's disappointing to receive a damaged item.,0
"The tube of cloud paint arrived partially open, and some product had leaked out. It was a mess to clean up, and I felt like I lost a significant portion of what I paid for.",0
"The mascara tube arrived with a loose cap, which caused the product to dry out faster than usual. It's frustrating to receive a product that doesn't meet the expected quality standards.",0
"I bought this lip mask after reading the reviews and the hype. Unfortunately, it did not meet my expectations as vaseline petroleum jelly works way better for me.",0
Honestly I was so excited when I got this in the mail. But unfortunately it is not worth the hype :( I have boughten two of these full size and I went through them so quickly. The ingredients are not very clean and this product made my lips so dry. I wanted to like this product so bad as itâ€™s so cute and smells nice. But unfortunately it is a hard pass for me. I will be sticking to my vaseline and aquaphor for now :/,0
Just like  Aquaphor just get something cheaper itâ€™s just overrated. Itâ€™s good but they also animal test. ï¿¼,0
i really tried to love this â˜¹ï¸ i wore it to sleep every night for a month but every time i woke up with lips chapped and peeling.overhyped and not worth the money- just use vasaline,0
"dried my lips out sooooooo bad. literally were cracked, peeling, and bleeding. I stopped using it and it got better. def do not recommend buying this",0
"I used this product daily last week, and my lips hurt. I stopped using it and just used Aquaphor to heal them, and they are doing much better. I might be allergic to this product.",0
I used to like this product until I found out it has BHT in it which is HAZARDOUS. Please do your research on the ingredients and youâ€™ll see this is horrible for you and your body especially if ingested.,0
Didnâ€™t enjoy this product. I got it as a birthday gift. Iâ€™ve only used it twice. Both times it dried out my lips badly that it took a week to get better. It left my lips more chapped than I began with was,0
"This product smells good but that is basically the only good thing. The lip mask feels like a weird bubble gum and looks identical to Vaseline when on your lips. Maybe if this product wasnâ€™t thirty dollars dollarsit would be worth it, but since itâ€™s not I do not recommend it would be worth",0
This feels and smells nice but over time it dried my lips out more than any other lip balm/mask Iâ€™ve ever put on my lips. My lips were literally peeling after using this for a few weeks and Iâ€™ve never had that happen to me before,0
This is awful and feel bad my daughter bought me this for Xmas. It does not moisturize my lips at all. Wish I could get a refund since she wasted her own money on this.,0
love the initial application because it layers so well on your lips and feels hydrated. But after 2 uses it began making my lips feel all chapped. Better off with vaseline,0
I wanted to love it. Made my lips worse no matter what I did. Not worth it honestly. Only positive is it smells nice,0
I tried this twice and I broke out in sores the morning after both times. Literally thrown in the trash.,0
I would give zero stars if I could just because they TEST on ANIMALS! But I got this as a sample in a hydration kit I purchased and it really isnâ€™t worth the hype. Didnâ€™t really make any difference for me. Maybe it made my lips a tiny bit softer in the morning but nothing huge that lip balm cant do. Not worth the price of fullsize and I wouldnâ€™t purchase,0
"On application the mask takes forever to absorb and leaves my lips feeling greasy and sticky, hence why itâ€™s a sleeping mask I suppose; though I could see it just ending up all over your bedding. But thatâ€™s not my biggest issue with it. Itâ€™s that it doesnâ€™t work. It leaves my lips dry and cracked. Iâ€™ve ended up with multiple free samples of it that Iâ€™d rather just throw out and use a product that actually works instead.",0
"This really didnâ€™t work for me. At all. It was somehow worse than using nothing. Every morning I would wake up with dry, crispy, flaking lips. $2 balm from the gas station gives me better results",0
terrible product. they made my lips extremely chapped for a week and my skin was dry and peeling. do not buy,0
"Horrible!! I used this product THREE times and it DRIED my lips out and im still healing from it! Iâ€™m using aquaphor, chapstick, vaseline to heal it but still hasnt fully gone back to my normal lips. Thworst purchase ive ever made",0
"Not worth the hype for the product. Not only did it not hydrate my lips, I felt the need to keep reapplying to get some sort of relief. The fact that they test on animals is a bit NO for me. Will not purchase this brand again.",0
It made my lips more dry and they felt horrible. It is not the worst out there but definitely not worth the price.I do love the smell.,0
This broke me out around my mouth REALLY bad. I had to discontinue use.,0
Bro I got the pumpkin one and itâ€™s soooo drying it feels like you havenâ€™t drank water in a month I donâ€™t recommend i think the berry one is the only good one but Iâ€™ve only tried that once so i donâ€™t knowï¿¼.,0
Nope nope nope. Used for the past month or so and realized dry patches on side of my lips and my lips literally are never not dry and cracked. My lips were fine before this so I came look at the review and saw one mention something called  angular  cheilitis and looked  it ul and thats definitely one of the things that was caused by this. goinng ti stop using and Im sure my lips will be back to normal now that Ive finally figured out what was the cause,0
"I find it makes your lips dependant on the product. I used it daily, and as soon as I stopped my lips cracked so badly they split and bled when I spoke. I have never had drier lips in my entire life.",0
Honestly I used it once and it made my lips look amazing but I hate that I didnâ€™t read anything about it. I hate using a product that rests on animals so I hate that I wasted my money since I wonâ€™t be using ðŸ˜‚,0
"I was really excited to try this product after so many fav reviews. Unfortunately, the only thing this did to my lips was make them more chapped and dry.",0
"I absolutely loved this product and was about to reorder, but was reading reviews to see if I went with different flavor than the original, and was surprised to find out that they test on animals.  Definitely will NOT be buying again.  Shame on them!",0
Laneige is not cruelty free! They do test on animals!,0
"WASTE OF MONEY. Use vaseline, cerave healing ointment or lanolips ointment 101. This is so hyped, overpriced and under delivering. Made my lips pale and wasnt hydrating as vaseline. Nthanks.",0
"Good product, but LANEIGE tests on animals. Not cruelty-free. Get it together, LANEIGE. Hope this posts.",0
"after using this product for 3 weeks, my lips have never been more dry and crusty. my lips were amazing before but now they are horrible. They also test on animals which is a no no and they over price their products so much. DONT WASTE YOUR MONEY ON THIS!thoverprice alla",0
"Caused angular cheilitis (cracking on inner corners of lips) three times i have used. Yes the rest of my lips have been moisturized, but the product collects in inner corners causing cracks- very uncomfortable",0
"This product sucks. The only redeeming thing is the application and the packaging. This is like putting water on my lips, it did absolutely nothing. So much hype for nothing and not to mention ani",0
It smells nice but thatâ€™s about it.  I also donâ€™t understand the hype behind this lip mask.  I found it sticky and it made no difference on my lips.,0
This didnâ€™t work for me. I used as directed and would wake up in the morning with dry lips. Iâ€™m confused by all of the â€œgreat reviews.â€  I do not recommend.,0
"Unpopular opinion, but I donâ€™t like this product. I bought it twice now influenced by reviews but my main complaint is that it is so sticky on my lips, I just canâ€™t stand it and want to wipe it off as soon as I put it on. Plus Iâ€™m always thinking if it would stain my silk pillow case.",0
"Drying! Iâ€™ve never had a more drying lip mask than this one. I thew this product away. Also, they test on animals.",0
"for the price this honestly isnâ€™t that great of a product. my lips turn dry just as quickly as using $2 chapstick, and feel just as hydrated after use. not sure where all the hype of this came because itâ€™s pretty subpar. iâ€™d rather use walgreens bought chapstick.",0
Dried my lips out even more than they already were.,0
"This product smells and feels good when applied. Unfortunately, thatâ€™s where the compliments end. ðŸ’€This thing dried my lips out so bad and I realized that my lips were giving sandpaper so long as I treated them with more mask. When I finally switched back to some basic EOS balm, my lips magically came back to life. I tried using the mask again to make sure I wasnâ€™t tripping, and they went right back to being dry. Low-key it feels like Laneige created a problem that makes you need to buy more product to treat, but it could also just be incompatible with some people. ðŸ¤·ðŸ¾â€â™€ï¸",0
So i used to love this product until i found out itâ€™s not vegan or cruelty freeâ€¦ Come on now,0
"I tried the gummy bear scent, to me its not any better then the cheaper products, i wonâ€™t buy again, was hoping i would like it, i do like the scent though.",0
Dries out my lips during the day. Had to stop using because it led to broken and chapped lips!,0
"At the age of 36, Iâ€™ve tried many lip balm/glosses, from childhood lip smacker to Tom Ford. This stuff reminds me of that really thick Vaseline like balm the body shop sold mid 90â€™s. Anyways, this stuff is garbage. I live in norther Canada abd itâ€™s really dry! I had a crack on my lip for over a week I was trying to heal with this mask, and nothing would give. 2 days out now with $5 lip medic and my crack is almost healed. This is now retired to my 9 year olds collection of make up I wasted money on. .",0
"This is the second lip sleeping mask Iâ€™ve tried. The first was from PCA Skin. This one got very enthusiastic reviews so I thought Iâ€™d try it. Itâ€™s no better. If anything, my lips look drier in the morning after using it. They donâ€™t improve lip dryness better than Burtâ€™s Bees lip balm. Maybe it works better on young lips? I donâ€™t recommend it for older women.",0
"This product has been blowing up so I purchased because my lips get dry this time of season. I was NOT impressed. I put in on before bed and when I woke up my lips still felt the mask on them so I was impressed with that. By around 10am, my lips felt more dry than the previous night. This prduct only feels nice when in use. Good alternative is the vaseline lip therapy. Leaves my lips nice all day, costs way less, last way longer. Stay safe.",0
"This was no better than any drugstore lip balm. It helped for first few minutes of it being on, but after that it did nothing for my dry lips. Returning",0
This made my lips more dry for some reason. Vaseline worked better for me.,0
super cute packaging but it literally gave me a rash and burns on my lips,0
All of these scents smell like chemicals and cheap candles. Wonâ€™t ever buy.,0
I regret buying this ðŸ˜­ does not help my lips at all. They feel chapped all the time and all this does is makes my lips feel soft. I feel like I have to keep reapplying. People over hype this product up. Try the Jack Black lip balm you wonâ€™t regret it and it has SPF :),0
"Really not worth the hype or the price. Feels just like ï¿¼vaseline, and not even that hydrating.",0
"This is the worst! It might work for others and truly I was influenced seeing it all over TikTok but it dried out my lips so bad, worse than they already were. I do have sensitive skin and live in a dry climate but this is my first ever return since being a customer in 2005. One pro is the scents are great ðŸ‘ðŸ»",0
"I rarely write reviews, but felt I had to after recently learning that Laneige tests on animals. I have bought a few jars and admit the product is pretty good. But not good enough for me to continue giving money to a company that abuses animals. There are other lip masks I have used that are just as good as Laneige, so itâ€™s not really something Iâ€™ll have a hard time replacing in my skincare routine. Itâ€™s a shame this brand has been promoted so much and not many know about its animal testing. But hopefully reading reviews like this can spread awareness and encourage others who care about animal cruelty to look elsewhere!",0
Iâ€™m sure this works for some folks but honestly itâ€™s not worth the price. My lips were dry again within an hour. Please save your money and get the vaseline lip therapy for a fraction of the price. You can get the same amount for $6 and itâ€™s more effective.,0
Itâ€™s great at first and I used to love it! But it started drying out my lips and I would wake up to them being so flaky. I asked my friends who also used this product and the same thing eventually happened to them too.,0
"After using this nightly (and no other lip products), my lips were actually worseâ€” in fact they were so dry they split. I stopped using this product and my lips have improved. Sorry to say I fell for the hype, although it does smell wonderful.",0
"An overall non-functional and cheap product. First of all, this product pales in comparison to Vaseline when you leave it overnight and it also smells and feels a lot like Victoriaâ€™s Secrets older lip glosses that came in a tube. Secondly, the packaging of this lip balm is absolutely stupid. I hate dipping my fingers in this little jar especially when I have long nails or I am out and about or Iâ€™ve already forgotten that Iâ€™ve put on hand sanitizer or lotion. The applicator itself is ridiculous as well. Itâ€™s about 2 in long and there is nowhere to put it. I feel like both products are extremely unsanitary. Lastly, the price ridiculous. like I mentioned Vaseline does a way better job and itâ€™s so much cheaper if youâ€™re serious about moisturizing your lips. Not worth it.",0
"This product did not work at all for me. After trying repeatedly over many nights I saw no difference in hydration. Honestly, I have better results using cheap lipbalm to help with the dryness of my lips.",0
"I tried out this product after all the hype on it helping with dried lips.. As soon as I looked at the ingredients and couldnâ€™t believe what was in it.. many ingredients banned in other countries, including Red Lake etc... I tried the product, and it dried them out. Exactly what I thought would happen.As a skin care professional, itâ€™s sad to see so many influencers give positive reviews for compensation and free products rather than genuine experiences, product info, and results.This product might work for some people who donâ€™t care for ingredients, but there are many companies using better, cleaner, healthier, non toxic ingredients for their lip balms.Everything we put on our lips gets ingested into our bodies, itâ€™s important to know the ingredients.",0
The only good thing about this balm is the scent and how it feels on the lips. I found out that this is what was destroying my lips. I had full flakes lifting from my lips and a layer of crust. I used my Burts beeâ€™s and it healed my lips. I went back to this and got the crusty lips. I just donâ€™t get the hype.,0
"I noticed my daughter had this product in her drawer. Throw it out immediately. Wish I could rave about this product, itâ€™s not a clean product. Ingredients are not the best for ones body.",0
"I think I had bought into the hype of this product just because I did see many people on social media talking about it. However, with what initially I thought was a fine product after using this for a few weeks I noticed some things. I would wake up with dehydrated lips. If anything the more I was using this the more I noticed I would wake up with almost chapped lips. My only other gripe is the price and size. I havenâ€™t brought myself to finish this lip mask and I probably wonâ€™t. Iâ€™ve returned to using Vaseline/aquaphor which is way cheaper and actually worksâ€¦",0
"I started using this product and within about a week my mental health plummeted to being absolutely terrible, I didnâ€™t think much of it, just assuming that I was having a stressful time and was depressed so I didnâ€™t see a link to this lip mask, but when I stopped using it all my stress and depression went away, but I also went through the worst most painful dry and cracked lips of my life from withdrawal from it that started a day after quitting, so the benefits werenâ€™t even worth it because you are basically committing to it daily for life.  Shea butter works better than this.",0
Horrible!  Chapped my lips to the point where Iâ€™m peeling cracked skin and bleeding!!  Going back to my Fresh Sugarâ€¦never shouldâ€™ve strayed.,0
Good mask dont get me wrong! But the fact its 2022 almost 2023 and they are still animal testing doesnt sit right with me. I was unaware that they tested on animals when i bought this and now that it has come to my attention i will not be repurchasing,0
"I had heard the raves about this sleeping mask and I was excited about it, but this is one of the most horrible smelling products I have ever seen. It smells nothing like â€œsweet candyâ€œ but more like some sort of industrial plastic. Just awful. I wouldnâ€™t want it anywhere near my mouth. This is going back for sure.",0
"I tries these lip masks because of all the positive reviews but unfortunately, I did not like them. They have the same feel and texture as putting vaseline on your lips and if that is what you want Vaseline costs much less. I wish they were just a better quality for the price.",0
They still test on animals :( Both laneige and their parent company test on animals,0
"This product is not good. After so many influencers and celebrities were recommending it, I decided to try it out. Its effect is nil, and when I checked the ingredients list, it is full of synthetic polymers, silicone, mineral oils, etc. Definitely not ingredients you want on your lips and that are ingestable. I threw it away after 3 applications.",0
This company tests on animals and is not cruelty free. Spend the extra $4 and purchase Tatchaâ€™s â€œThe Kissu Lip Mask.â€œ Better quality product from a much better company.,0
"Got the Pumpkin Spice one, and it burned my lips. I donâ€™t have sensitive skin, but it did not feel great.",0
"This did nothing as far as resolving dry vertical lines in lips. It really just sits on top never actually absorbing or even moisturizing. I guess it is a lip mask, but I kind of expected it to also moisturize and seep in just a little. Sticky feeling too.. itâ€™s the first product I actually trashed",0
Not sure what the hype was about.  Good marketing?,0
"I Love Laneige. The Gummy Bear and Original are my go to however this one was terrible, no vanilla smell or taste just an odd no smell or taste it also dried my lips out so fast. Not sure if its a different formula but this was a waste of money.",0
I cannot believe that the lip product that Iâ€™ve used and loved for so many years has cheapened their ingredients by adding coconut oil. So those who have an allergy or sensitivity have to look elsewhere.,0
"Read some reviews saying that the different â€œcolorsâ€œ werenâ€™t as effective than the original but thought that it couldnâ€™t be THAT different and purchased the Sweet Candy one anyways.... Itâ€™s garbage. I have been using it for months and even when I cake the product on my lips and sleep for 12 hours, my lips look just as bad the next morning. Only way this product does anything for my lips is if I use it every night without breaks and even then the difference is minimal. I purchased the full size after using sample sizes of the original on and off for years and finding it to be the only thing able to rescue my lips overnight. If I ever purchase this product again, no matter how tempting the fun scents are, I will buy the original.TLDR: stick to the original!",0
"Love this product in the vanilla flavor, but the mango makes your lips orange â€¦ had to return",0
"Guys please please save your money! My $3 container of vaseline works 1000% better than this has ever worked for me. This stuff sticks to everything and by the time youâ€™re in your bed itâ€™s rubbed off. Unfortunately, I wonâ€™t be purchasing again and iâ€™ll stick to my vaseline.",0
It doesnâ€™t have any sent and it doesnâ€™t moisture that good so save your money!! Buy some carmex instead...Ã‡a ne sent rien et Ã§a nâ€™hydrate pas bien non plus alors Ã©conomise ton argent et achÃ¨te un carmex Ã  la place!,0
"Purchased this product to help my my dry lips. However, it made my lips drier.",0
"2 years later, lips have never been so dry. Especially around my lips ahhh No more!!!",0
"Iâ€™ll start by saying Iâ€™m a huge fan of these and own nearly all of the flavors but the Mango was such a disappointment. There is no scent to it at all, it is too subtle for my liking.  The mask formula is the same we all know and love but this may as well be fragrance free. So sad.",0
Worst lip mask ever. It gave me a horrible reaction. I immediately returned it.,0
Not worth the hype. I have used this everyday for over a month and it hasnâ€™t made a difference with my lips. I thought it would help them not get so dry and nothing. Carmex works better for $20 less LOL.,0
"I am convinced that my prolonged use of this product has made my lips more prone to dryness. I was also on a set with professional makeup artists and they commented that every model they worked with with dry lips used this lip mask. I do not recommend, even though it feels great on your lips, i donâ€™t think its good for you in the long term use. I used this for two years and my lips have never been more dry and trying to find something to heal them has been challenging",0
I donâ€™t really get the hype for this product. I got it with my points and Iâ€™ve seen people use it so I thought â€œwhy notâ€ and I started using it and my lips feel dry. I donâ€™t really like it. I donâ€™t think Iâ€™ll be really using it anymore.,0
my lips are so dry I hate this product it ruined my lips do not buy!,0
Overhyped. I think my lips have become more dry / chapped since using this.,0
"I was using this every day for a few weeks and then I noticed a breakout of dry skin on my upper and lower lips. My lips were so dry I couldnâ€™t smile all the way. I took a break from it to confirm if the mask was the cause, waited for my lips to heal and they immediately broke out again once I used the mask. I have oily skin so this is a really strange reaction for me.",0
"Gives an initial juicy gloss and shine which makes your lips feel plump.  After using it nightly for two weeks my lips feel so dry they burn.  My mistake not looking at the ingredients,  synthetic waxâ€™s/emollients arnt going to make your lips moisturized.  You will be better off buying a cocoa butter based lip balm for $3.",0
"Used this product for one week and some white bumps appeared on my lips. I initially thought it was a lip balm (that was I was wearing during the day). This product has such good reviews and I thought it would work out for me. I threw away my lip balm. The white bumps spread out and my upper lips was red and had a burning sensation that lasted 1 week. Once healed, I used the LaNeige Lip sleeping mask and the next morning the white spots were back and my upper lips was red and had the burning sensation again.The product is not eligible for a refund anymore. I did try the Vanillascent sample and it was fine. It might be only this one that doesnâ€™t go with my skin. I wish I tried the sample before buying the whole thing!  Highly recommend getting a sample first.",0
"Dries out my lips, really wanted to like this but I wake up with such dry lips when I use it",0
"This product sucks. I wanted to love it! Specially after seeinf this is what Karol G uses and it leaves her lips beautiful. It made my lips super super super dry! I kept an eye on my lips after every application, and it seemed that it made my lips worst every time. Now I have blisters and irritated lips. Could be due to my sensitive skin. As I said, I wanted to love it, but it didnâ€™t work out.",0
I tried it for a week and my lips were so dry all day long then I gave it a break for a while to see if maybe it was something else and the same thing happened when I tried again. Did not work at all for me.,0
"They changed the formula? Not sure but I got an outbreak ): also, didnâ€™t feel moisturizing. My lips remain dry. Aquaphor works better for me and is a cheaper alternative",0
